nombre,genero,edad,pais,anio,evento,medalla
donald donny robinson,m,25,united states,2008,cycling men's bmx,bronze
jodi-ann robinson,f,19,canada,2008,football women's football,na
khadevis kekoai tobi robinson,m,28,united states,2004,athletics men's 800 metres,na
khadevis kekoai tobi robinson,m,36,united states,2012,athletics men's 800 metres,na
fiona mary robinson-hannan,f,27,australia,1996,basketball women's basketball,bronze
grant robison,m,25,united states,2004,athletics men's 1500 metres,na
jos angel florencio robles lpez,m,27,colombia,1992,cycling men's road race individual,na
sarah elizabeth robles,f,23,united states,2012,weightlifting women's super-heavyweight,na
sarah elizabeth robles,f,28,united states,2016,weightlifting women's super-heavyweight,bronze
juliane robra,f,29,switzerland,2012,judo women's middleweight,na
tommaso rocchi,m,30,italy,2008,football men's football,na
pasquale domenico rocco,m,21,italy,1992,football men's football,na
carla salom rocha,f,26,portugal,2016,athletics women's 10000 metres,na
nora leticia rocha de la cruz,f,32,mexico,2000,athletics women's 5000 metres,na
nora leticia rocha de la cruz,f,32,mexico,2000,athletics women's 10000 metres,na
solonei rocha da silva,m,34,brazil,2016,athletics men's marathon,na
franziska rochat-moser,f,25,switzerland,1992,athletics women's marathon,na
franziska rochat-moser,f,29,switzerland,1996,athletics women's marathon,na
michael roche,m,29,ireland,2000,boxing men's light-middleweight,na
nicholas roche,m,24,ireland,2008,cycling men's road race individual,na
nicholas roche,m,28,ireland,2012,cycling men's road race individual,na
nicholas roche,m,32,ireland,2016,cycling men's road race individual,na
brandon t. rock,m,24,united states,1996,athletics men's 800 metres,na
vebjrn rodal,m,19,norway,1992,athletics men's 800 metres,na
vebjrn rodal,m,23,norway,1996,athletics men's 800 metres,gold
vebjrn rodal,m,27,norway,2000,athletics men's 800 metres,na
carmen elisa rodallega,f,29,colombia,2012,football women's football,na
luis ren rodas medina,m,23,honduras,2008,football men's football,na
manuel rodas ochoa,m,28,guatemala,2012,cycling men's road race individual,na
manuel rodas ochoa,m,32,guatemala,2016,cycling men's road race individual,na
ana veronica rodean,f,32,romania,2016,athletics women's 20 kilometres walk,na
sakor rodet,m,24,chad,1992,judo men's half-lightweight,na
irina viktorovna rodina,f,27,russia,2000,judo women's heavyweight,na
henrik rdl,m,23,germany,1992,basketball men's basketball,na
jonny erik gunnar rdlund,m,20,sweden,1992,football men's football,na
brendon rodney,m,24,canada,2016,athletics men's 200 metres,na
rodrigo moreno machado,m,21,spain,2012,football men's football,na
rodrigo caio coquette russo,m,22,brazil,2016,football men's football,gold
rodrigo dourado cunha,m,22,brazil,2016,football men's football,gold
andrea berti rodrigues,f,19,brazil,1992,judo women's extra-lightweight,na
andrea berti rodrigues,f,23,brazil,1996,judo women's extra-lightweight,na
jaime nharimue rodrigues,m,37,mozambique,1992,athletics men's 400 metres,na
joice rodrigues de souza,f,25,brazil,2012,basketball women's basketball,na
joice rodrigues de souza,f,29,brazil,2016,basketball women's basketball,na
jos ricardo rodrigues,m,22,brazil,1996,boxing men's middleweight,na
orlando srgio gomes rodrigues,m,26,portugal,1996,cycling men's road race individual,na
orlando srgio gomes rodrigues,m,30,portugal,2000,cycling men's road race individual,na
alberto rodrguez hernndez,m,31,cuba,1996,wrestling men's welterweight freestyle,na
alexis rodrguez valera,m,22,cuba,2000,wrestling men's super-heavyweight freestyle,bronze
alexis rodrguez valera,m,26,cuba,2004,wrestling men's super-heavyweight freestyle,na
lvaro rodrguez melero,m,25,spain,2012,athletics men's 1500 metres,na
amy joy rodriguez (-shilling),f,21,united states,2008,football women's football,gold
amy joy rodriguez (-shilling),f,25,united states,2012,football women's football,gold
ngel david rodrguez garca,m,28,spain,2008,athletics men's 100 metres,na
ngel david rodrguez garca,m,28,spain,2008,athletics men's 200 metres,na
ngel david rodrguez garca,m,32,spain,2012,athletics men's 100 metres,na
anthony rodriguez,m,28,france,2008,judo men's half-middleweight,na
arley jos rodrguez henry,m,23,colombia,2016,football men's football,na
bernardo berni rodrguez arias,m,28,spain,2008,basketball men's basketball,silver
carol ann rodrguez taylor,f,22,puerto rico,2008,athletics women's 200 metres,na
carol ann rodrguez taylor,f,22,puerto rico,2008,athletics women's 400 metres,na
carol ann rodrguez taylor,f,26,puerto rico,2012,athletics women's 400 metres,na
carolina rodrguez gutirrez,f,22,mexico,2016,cycling women's road race individual,na
csar rodrguez,m,22,puerto rico,1996,weightlifting men's bantamweight,na
clemente juan rodrguez,m,23,argentina,2004,football men's football,gold
dborah lizeth rodrguez guelmo,f,23,uruguay,2016,athletics women's 800 metres,na
diego martn rodrguez berrini,m,22,uruguay,2012,football men's football,na
disney rodrguez valera,m,22,cuba,2008,wrestling men's super-heavyweight freestyle,na
dulce mara rodrguez de la cruz,f,28,mexico,2000,athletics women's 5000 metres,na
dulce mara rodrguez de la cruz,f,31,mexico,2004,athletics women's 5000 metres,na
dulce mara rodrguez de la cruz,f,35,mexico,2008,athletics women's 10000 metres,na
elias rodriguez,m,36,federated states of micronesia,2000,athletics men's marathon,na
elvismar nicanor rodrguez ruiz,f,19,venezuela,2016,judo women's middleweight,na
erick rodrguez lezcano,m,26,nicaragua,2016,athletics men's 1500 metres,na
estela rodrguez villanueva,f,24,cuba,1992,judo women's heavyweight,silver
estela rodrguez villanueva,f,28,cuba,1996,judo women's heavyweight,silver
francisco javier rodrguez pinedo,m,22,mexico,2004,football men's football,na
francisco rodrguez,m,26,puerto rico,1996,judo men's lightweight,na
fred a. rodriguez,m,27,united states,2000,cycling men's road race individual,na
ignacio pablo rodrguez marn,m,30,spain,2000,basketball men's basketball,na
jackson jess rodrguez ortz,m,23,venezuela,2008,cycling men's road race individual,na
jackson jess rodrguez ortz,m,27,venezuela,2012,cycling men's road race individual,na
jeny rodrguez,f,20,honduras,1996,judo women's lightweight,na
jess eugenio rodrguez garzn,m,25,cuba,1992,wrestling men's lightweight freestyle,na
joaquim rodrguez oliver,m,37,spain,2016,cycling men's road race individual,na
jos luis rodrguez aguilar,m,22,chile,2016,cycling men's road race individual,na
katherine julissa rodrguez peguero,f,24,dominican republic,2016,taekwondo women's heavyweight,na
kenia rodrguez ocaa,f,27,cuba,2000,judo women's half-middleweight,na
leonor rodrguez manso,f,24,spain,2016,basketball women's basketball,silver
marco antonio rodrguez pardo,m,22,bolivia,2016,athletics men's 20 kilometres walk,na
marina de la caridad rodrguez mitjan,f,21,cuba,2016,weightlifting women's middleweight,na
miguel ngel rodrguez gallegos,m,25,mexico,1992,athletics men's 50 kilometres walk,na
miguel ngel rodrguez gallegos,m,29,mexico,1996,athletics men's 20 kilometres walk,na
miguel ngel rodrguez gallegos,m,33,mexico,2000,athletics men's 50 kilometres walk,na
miguel ngel rodrguez gallegos,m,37,mexico,2004,athletics men's 50 kilometres walk,na
misael uziel rodrguez olivas,m,22,mexico,2016,boxing men's middleweight,bronze
natalia rodrguez martnez,f,21,spain,2000,athletics women's 1500 metres,na
natalia rodrguez martnez,f,25,spain,2004,athletics women's 1500 metres,na
natalia rodrguez martnez,f,29,spain,2008,athletics women's 1500 metres,na
natalia rodrguez martnez,f,33,spain,2012,athletics women's 1500 metres,na
patricia libia rodrguez orijuela,f,25,colombia,1996,athletics women's 200 metres,na
pedro lvaro rodrguez rosero,m,29,ecuador,1996,cycling men's road race individual,na
rafith rodrguez lleneres,m,23,colombia,2012,athletics men's 800 metres,na
rafith rodrguez lleneres,m,27,colombia,2016,athletics men's 800 metres,na
ricardo ivan rodriguez araya,m,19,switzerland,2012,football men's football,na
richard rodriguez,m,30,aruba,2000,athletics men's marathon,na
sergio rodrguez gmez,m,26,spain,2012,basketball men's basketball,silver
sergio rodrguez gmez,m,30,spain,2016,basketball men's basketball,bronze
vctor julio rodrguez villavicencio,m,21,venezuela,2016,boxing men's bantamweight,na
vctor rodrguez,m,21,mexico,1996,wrestling men's flyweight freestyle,na
yorgelis rodrguez garca,f,21,cuba,2016,athletics women's heptathlon,na
zurie rodrguez snchez,f,30,spain,2012,triathlon women's olympic distance,na
jurgen roelandts,m,27,belgium,2012,cycling men's road race individual,na
jesper roesen,m,29,denmark,2004,taekwondo men's featherweight,na
lynn joyce roethke,f,31,united states,1992,judo women's half-middleweight,na
lyudmila vasilyevna rogachova,f,25,unified team,1992,athletics women's 1500 metres,silver
lyudmila vasilyevna rogachova,f,29,russia,1996,athletics women's 1500 metres,na
lyudmila vasilyevna rogachova,f,33,russia,2000,athletics women's 1500 metres,na
daniel valter rogelin,m,23,brazil,1996,cycling men's road race individual,na
roger galera flores,m,22,brazil,2000,football men's football,na
rogrio klafke,m,25,brazil,1996,basketball men's basketball,na
jason aliston rogers,m,20,saint kitts and nevis,2012,athletics men's 100 metres,na
john bernard johnny rogers bakker,m,36,spain,2000,basketball men's basketball,na
michael rogers,m,20,australia,2000,cycling men's team pursuit 4000 metres,na
michael rogers,m,24,australia,2004,cycling men's road race individual,na
michael rogers,m,24,australia,2004,cycling men's individual time trial,bronze
michael rogers,m,28,australia,2008,cycling men's road race individual,na
michael rogers,m,28,australia,2008,cycling men's individual time trial,na
michael rogers,m,32,australia,2012,cycling men's road race individual,na
michael rogers,m,32,australia,2012,cycling men's individual time trial,na
michelle rogers,f,20,great britain,1996,judo women's heavyweight,na
michelle rogers,f,32,great britain,2008,judo women's half-heavyweight,na
nicholas nick rogers,m,25,united states,2000,athletics men's 5000 metres,na
paul andrew rogers,m,26,australia,2000,basketball men's basketball,na
paul andrew rogers,m,30,australia,2004,basketball men's basketball,na
robert hampton robbie rogers,m,21,united states,2008,football men's football,na
radoslav rogina,m,29,croatia,2008,cycling men's road race individual,na
radoslav rogina,m,33,croatia,2012,cycling men's road race individual,na
primo rogli,m,26,slovenia,2016,cycling men's road race individual,na
primo rogli,m,26,slovenia,2016,cycling men's individual time trial,na
oksana aleksandrovna rogova,f,21,russia,2000,athletics women's triple jump,na
stepan valeryevich rogovtsov,m,26,belarus,2012,athletics men's marathon,na
stepan valeryevich rogovtsov,m,30,belarus,2016,athletics men's marathon,na
anna rogowska,f,23,poland,2004,athletics women's pole vault,bronze
anna rogowska,f,27,poland,2008,athletics women's pole vault,na
anna rogowska,f,31,poland,2012,athletics women's pole vault,na
andre rohde,m,28,germany,2004,weightlifting men's heavyweight,na
julia rohde (-schwarzbach),f,19,germany,2008,weightlifting women's featherweight,na
julia rohde (-schwarzbach),f,23,germany,2012,weightlifting women's featherweight,na
michelle rohl (marter-),f,26,united states,1992,athletics women's 10 kilometres walk,na
michelle rohl (marter-),f,30,united states,1996,athletics women's 10 kilometres walk,na
michelle rohl (marter-),f,34,united states,2000,athletics women's 20 kilometres walk,na
barbro charlotte rohlin,f,27,sweden,2008,football women's football,na
nadine rohr (-glauser),f,27,switzerland,2004,athletics women's pole vault,na
thomas rohregger,m,25,austria,2008,cycling men's road race individual,na
aguelmis rojas de armas,m,25,cuba,2004,athletics men's marathon,na
anderson david rojas mina,m,19,ecuador,2012,boxing men's light-welterweight,na
arturo bruno rojas da silva,m,19,bolivia,2012,athletics men's 100 metres,na
freddy rojas pea,m,26,cuba,1996,boxing men's light-heavyweight,na
jos joaqun rojas gil,m,27,spain,2012,cycling men's road race individual,na
julin alberto rojas rivera,m,26,colombia,2004,taekwondo men's heavyweight,na
marco rodrigo rojas,m,20,new zealand,2012,football men's football,na
mauricio javier rojas toro,m,22,chile,2000,football men's football,bronze
yulimar del valle rojas rodrguez,f,20,venezuela,2016,athletics women's triple jump,silver
krzysztof jan rojek,m,20,poland,1992,boxing men's heavyweight,na
hari bahadur rokaya,m,26,nepal,1992,athletics men's marathon,na
sad rokbi,m,22,morocco,1992,football men's football,na
rolando ferreira jnior,m,28,brazil,1992,basketball men's basketball,na
sergio andrs rolando rastelli,m,19,argentina,1992,cycling men's 1000 metres time trial,na
weimar alfonso roldn ortz,m,27,colombia,2012,cycling men's team pursuit 4000 metres,na
william roldn mora,m,23,colombia,1996,athletics men's 5000 metres,na
fridolina rolf,f,22,sweden,2016,football women's football,silver
germn alexis roln fernndez,m,23,uruguay,2012,football men's football,na
pierre rolland,m,21,france,2008,cycling men's road race individual,na
jamial st. john rolle,m,28,bahamas,2008,athletics men's 200 metres,na
jamial st. john rolle,m,36,bahamas,2016,athletics men's 100 metres,na
pascal roller,m,31,germany,2008,basketball men's basketball,na
fabian nicholas rollins,m,24,barbados,2000,athletics men's 400 metres,na
annika roloff,f,25,germany,2016,athletics women's pole vault,na
elena romagnolo,f,29,italy,2012,athletics women's 5000 metres,na
jrme romain,m,25,dominica,1996,athletics men's triple jump,na
angel romn martnez,m,24,puerto rico,2008,taekwondo men's welterweight,na
russel ward roman,m,29,palau,2004,athletics men's 200 metres,na
